Unnamed: 0,pickup_time,region,count
13835,2016-06-01 05:00:00,1336,16.0
13836,2016-06-01 05:00:00,1337,30.0
13837,2016-06-01 05:00:00,1338,14.0
13838,2016-06-01 05:00:00,1339,4.0
13875,2016-06-01 05:00:00,1376,2.0
13876,2016-06-01 05:00:00,1377,2.0
13877,2016-06-01 05:00:00,1378,3.0
13879,2016-06-01 05:00:00,1380,2.0
13881,2016-06-01 05:00:00,1382,3.0
13882,2016-06-01 05:00:00,1383,73.0
13883,2016-06-01 05:00:00,1384,151.0
13884,2016-06-01 05:00:00,1385,94.0
13885,2016-06-01 05:00:00,1386,33.0
13886,2016-06-01 05:00:00,1387,17.0
13887,2016-06-01 05:00:00,1388,12.0
13888,2016-06-01 05:00:00,1389,6.0
13889,2016-06-01 05:00:00,1390,6.0
13925,2016-06-01 05:00:00,1426,1.0
13930,2016-06-01 05:00:00,1431,13.0
13933,2016-06-01 05:00:00,1434,3.0
13934,2016-06-01 05:00:00,1435,1.0
13935,2016-06-01 05:00:00,1436,27.0
13936,2016-06-01 05:00:00,1437,26.0
13937,2016-06-01 05:00:00,1438,7.0
13938,2016-06-01 05:00:00,1439,3.0
13940,2016-06-01 05:00:00,1441,1.0
13941,2016-06-01 05:00:00,1442,1.0
13979,2016-06-01 05:00:00,1480,7.0
13981,2016-06-01 05:00:00,1482,10.0
13982,2016-06-01 05:00:00,1483,13.0
14029,2016-06-01 05:00:00,1530,12.0
14031,2016-06-01 05:00:00,1532,8.0
14032,2016-06-01 05:00:00,1533,7.0
14079,2016-06-01 05:00:00,1580,8.0
14129,2016-06-01 05:00:00,1630,5.0
